"","YEAR","FAC_NO","FACILITY_NAME","DBA_ADDRESS1","DBA_CITY","DBA_ZIP_CODE","COUNTY_NAME","LICENSED_BED_SIZE","TYPE_CONTROL_DESC","TEACH_RURAL","TOC_Acute","TOC_SN_IC","TOC_Psych","TOC_Chem_Dep","TOC_Rehab","TOC_Unknown","Sex_Male","Sex_Female","Sex_Other_Unknown","Age_0_09","Age_10_19","Age_20_29","Age_30_39","Age_40_49","Age_50_59","Age_60_69","Age_70_79","Age_80_","Age_Unknown","RaceGrp_White","RaceGrp_Black","RaceGrp_Hispanic","RaceGrp_Asian","RaceGrp_Native_Am","RaceGrp_Other","RaceGrp_Unknown","Admt_Home","Admt_Resid_Care","Admt_Ambul_Surgery","Admt_SN_IC","Admt_Acute_Inpt_Hosp_Care","Admt_Other_Inpt_Hosp_Care","Admt_Newborn","Admt_Prison_Jail","Admt_Other","Admt_Unknown","Route_Your_ER","Route_Not_Your_ER","Route_Unknown","Adm_Scheduled","Adm_Unscheduled","Adm_Newborn","Adm_Unknown","Disp_Routine","Disp_Resid_Care","Disp_Prison_Jail","Disp_Against_Medical_Advice","Disp_Died","Disp_Home_Health","Disp_Unknown","DNR_Yes","DNR_No","DNR_Unknown","Payer_Medicare","Payer_Medi_Cal","Payer_Priv_Coverage","Payer_Workers_Comp","Payer_County_Indigent_Prog","Payer_Other_Government","Payer_Other_Indigent","Payer_Self_Pay","Payer_Other_Payer","Payer_Unknown","Dx_Infections","Dx_Neoplasms","dx_Endocrine","Dx_Blood_Disorders","Dx_Psychoses_Neuroses","Dx_Nervous_System","Dx_Circulatory","Dx_Respiratory","Dx_Digestive","Dx_Genitourinary","Dx_All_Pregnancies","Dx_Skin_disorders","Dx_Musculoskeletal","Dx_Congenital_anomalies","Dx_Perinatal_disorders","Dx_Symptoms","Dx_Injuries_Drugs_Complications","Dx_Other_Reasons","Dx_Births","Pr_Nervous_System","Pr_Endocrine_System","Pr_Eye","Pr_Ear","Pr_Nose_Mouth_Pharynx","Pr_Respiratory","Pr_Cardiovascular","Pr_Blood_Lymph_Organs","Pr_Digestive","Pr_Urinary","Pr_OB_Procedures","Pr_Musculoskeletal","Pr_Skin","Pr_Diagnostic_Therapeutic","Pr_Other_Interventions","Pr_None","EC_Accidental_Poisoning","EC_Misadventures_Complication","EC_Accidental_Falls","EC_Fire_Accidents","EC_Natural_Environment","EC_Submersion_Suffocation_Foreig","EC_Other_Accidents","EC_Adverse_Effects_of_Drugs","EC_Self_Inflicted","EC_Inflicted_by_Others","EC_Undetermined","EC_War","EC_Late_Effects_of_Injury","EC_None","Dsch_Days","Disp_SN_IC_Care","EC_Rail_Motor_Vehicle","Pr_Reproductive_System","Disp_Acute_Care","MSSA_DESIGNATION","Disp_Rehab","Disp_Disaster_Care_Site","Disp_Childrens_or_cancer","Disp_Hospice_Care","Disp_Psychiatric_Care","Disp_CAH","Disp_Other_Care","Disp_Invalid_Blank","Dx_Birth_Defects","Dx_Cancer","Dx_Ear","Dx_Eye","PR_General","PR_Imaging","PR_Radiation_Oncology","PR_Nuclear_Medicine","PR_New_Technologies","EC_Abnormal_Reaction_Later_Cx","EC_Med_Device_Adverse_Incident","EC_Supplementary_Factors","EC_W_Inanimate_Animate_Object","EC_NonTrans_Drowning_Subm","Route_No_ER","Adm_Emergency","Adm_Urgent","Adm_NA","Adm_Trauma","Admt_Clinic_Dr","Admt_DistinctPartXfer","Admt_Hosp_Dif","Admt_HospiceFacility","Zip_CA_Resident","Zip_Foreign","Zip_Homeless","Zip_Out_of_State","Zip_Unknown","Zip_Blank_Invalid","eth_Hispanic","eth_NonHispanic","eth_Unknown","eth_Blank_Invalid","Racegrp_aman","Racegrp_multirace","Racegrp_nhpi","dx_Symptoms_Signs_NEC","Dx_Residual","Admt_Disaster_Care_Site"
"2706",2018,"040875","ADVENTIST HEALTH FEATHER RIVER","5974 PENTZ ROAD","PARADISE","95969","BUTTE","100-149","Non-profit Corporation (incl. Church-related)","NA",4490,0,0,0,0,0,1663,2827,0,753,53,458,382,213,415,714,694,808,0,4116,28,0,60,10,195,81,1,3647,0,92,0,3,702,0,0,2,2584,12,26,725,0,702,0,3014,0,2,64,56,460,1,458,4032,0,2105,1476,808,5,0,42,0,54,0,0,368,0,72,29,18,65,436,474,487,176,716,82,389,0,14,46,323,11,700,18,4,1,2,22,56,61,57,359,30,690,533,57,373,0,1494,0,1,230,0,6,0,61,0,1,6,0,2,0,3613,16212,557,13,174,162,"Rural",22,68,0,78,6,0,0,0,1,76,4,3,107,396,1,55,0,63,33,444,17,0,1868,747,2314,2,0,13,1,29,0,4458,0,1,28,3,0,182,4139,161,8,0,0,0,0,0,0
"2707",2018,"040937","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","OROVILLE","95966","BUTTE","100-149","Non-profit Corporation (incl. Church-related)","NA",13913,0,0,0,0,0,6433,7480,0,569,230,1049,1321,1540,2582,2747,2041,1834,0,11543,452,0,505,410,957,46,18,13244,35,114,0,42,441,0,0,0,12066,0,0,869,0,441,0,10819,90,76,945,163,359,0,543,13370,0,6377,5860,1266,43,6,127,5,229,0,0,3821,0,431,62,187,540,1569,551,1389,652,543,151,554,0,16,1034,1583,63,441,41,9,2,6,28,265,35,190,1164,279,440,557,357,973,0,8950,0,7,492,0,20,0,137,0,4,50,1,3,0,11612,46626,1148,72,309,253,"Rural",1,0,0,39,20,0,0,0,9,268,28,21,280,27,1,0,0,344,9,1108,54,0,1847,4,12599,0,0,2,0,17,0,13508,0,320,85,0,0,921,12767,225,0,0,0,0,0,0,0
"2708",2018,"040962","ENLOE MEDICAL CENTER- ESPLANADE","1531 ESPLANADE","CHICO","95926","BUTTE","200-299","Non-profit Corporation (incl. Church-related)","NA",19309,0,605,0,504,0,9285,11133,0,2035,324,1740,1865,1402,2362,3650,3438,3602,0,16191,327,0,373,214,3126,187,72,16686,6,334,0,4,1730,0,0,28,13256,45,0,2799,0,1730,0,13859,103,14,116,501,2401,3,2030,18388,0,9805,5104,5069,73,9,103,0,240,15,0,1736,0,987,125,701,406,3048,1841,2127,954,1880,447,1039,0,73,485,2050,208,1731,245,9,6,8,107,422,571,503,1892,262,1701,1574,635,1679,0,9671,0,2,1003,0,29,0,92,0,14,58,3,4,0,17265,86492,2282,328,203,353,"Urban",478,0,0,259,47,0,2,0,14,526,21,19,843,84,1,1,1,455,39,1018,108,0,7117,11804,3907,13,165,332,503,723,0,19856,3,446,100,13,0,2644,17213,561,0,0,0,0,0,0,0
"2709",2018,"044006","BUTTE COUNTY MENTAL HEALTH SERVICES","592 RIO LINDO AVENUE","CHICO","95926","BUTTE","1-49","City or County","NA",0,0,287,0,0,0,132,155,0,0,14,80,70,50,42,24,6,1,0,237,11,0,3,15,19,2,10,20,0,9,0,27,0,0,0,2,0,125,0,0,0,0,0,244,4,15,2,0,0,15,0,287,0,51,231,0,0,0,0,0,5,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,287,5455,0,0,0,0,"Urban",0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,165,122,0,0,110,0,109,0,281,0,5,1,0,0,38,247,2,0,0,0,0,0,0,0
"2710",2018,"050932","MARK TWAIN MEDICAL CENTER","768 MOUNTAIN RANCH ROAD","SAN ANDREAS","95249","CALAVERAS","1-49","Non-profit Corporation (incl. Church-related)","Small/Rural",843,18,0,0,0,0,412,449,0,0,6,22,34,47,103,215,221,213,0,841,2,0,8,2,4,4,2,841,0,0,0,0,0,0,0,0,768,0,0,93,0,0,0,339,6,1,19,39,181,2,160,701,0,554,158,120,3,0,19,0,7,0,0,110,0,36,9,25,13,109,138,111,48,0,39,84,0,0,21,79,4,0,4,0,0,0,0,12,22,39,74,15,0,103,14,93,0,460,0,0,60,0,1,0,7,0,0,2,0,1,0,693,3216,192,7,1,59,"Rural",4,0,0,13,6,0,0,0,0,34,1,0,24,0,0,0,0,13,0,71,6,0,93,768,0,0,0,0,16,2,0,861,0,0,0,0,0,22,834,5,0,0,0,0,0,0,0
"2711",2018,"060870","COLUSA MEDICAL CENTER","199 E WEBSTER STREET","COLUSA","95932","COLUSA","1-49","Investor - Limited Liability Company","Small/Rural",689,66,0,0,0,0,360,395,0,0,4,33,56,55,116,156,168,167,0,722,11,0,4,9,0,9,0,622,2,24,0,3,0,0,0,0,570,100,0,7,0,0,0,486,0,4,44,12,31,0,70,681,4,411,182,102,8,0,0,0,22,30,0,142,0,45,16,8,37,111,120,83,66,4,30,18,0,0,33,29,8,0,0,0,0,0,0,2,2,2,14,22,0,2,5,575,0,128,0,0,19,0,1,0,7,0,0,0,0,0,0,690,4036,105,3,0,70,"Rural",0,0,0,1,1,0,0,1,0,4,1,0,3,0,0,0,0,7,0,22,6,0,85,194,554,0,0,1,0,103,0,737,0,11,7,0,0,224,531,0,0,0,0,0,0,0,0
"2712",2018,"070924","CONTRA COSTA REGIONAL MEDICAL CENTER","2500 ALHAMBRA AVENUE","MARTINEZ","94553","CONTRA COSTA","150-199","City or County","NA",8034,0,574,0,0,0,3449,5158,1,1954,189,1442,1389,774,996,996,518,350,0,2816,1272,0,1077,44,3370,29,0,5849,0,44,0,45,1903,0,0,0,4346,20,0,411,0,1903,0,8116,85,73,5,33,13,0,323,8285,0,1374,6493,347,0,0,42,0,352,0,0,297,0,280,64,827,135,627,330,806,263,2013,185,90,0,50,224,259,50,1902,64,10,1,5,113,25,23,80,518,30,1814,154,172,2164,0,2973,0,9,157,0,1,0,154,0,11,9,1,1,0,7871,44279,120,27,215,78,"Urban",0,0,0,34,51,0,0,0,4,188,11,3,247,0,0,0,0,201,5,115,46,0,4242,1026,5258,10,0,270,432,65,0,8136,0,437,15,7,13,3580,4828,200,0,0,0,0,0,0,0
"2713",2018,"070934","SUTTER DELTA MEDICAL CENTER","3901 LONE TREE WAY","ANTIOCH","94509","CONTRA COSTA","100-149","Non-profit Corporation (incl. Church-related)","NA",8083,0,0,0,0,0,3536,4547,0,878,114,714,730,730,1257,1330,1165,1165,0,4055,1670,0,647,21,1644,46,18,6809,5,310,0,1,741,0,0,0,6316,15,0,412,0,741,0,4979,87,0,230,164,1318,3,269,7814,0,3195,2920,1662,12,0,109,0,171,14,0,1123,0,351,134,80,140,1393,855,927,325,805,140,117,0,28,306,472,14,741,37,1,0,3,11,120,405,51,622,74,736,271,157,1274,0,3962,0,3,362,0,7,0,33,0,2,10,4,0,0,7089,30588,822,30,55,336,"Urban",16,0,1,100,23,4,0,0,1,119,9,3,187,117,0,0,0,240,16,250,37,0,1752,3702,3225,3,0,116,2,81,0,7857,0,169,47,10,0,2034,5990,59,0,0,0,0,0,0,0
"2714",2018,"070988","JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","1601 YGNACIO VALLEY ROAD","WALNUT CREEK","94598","CONTRA COSTA","500+","Non-profit Corporation (incl. Church-related)","NA",21970,0,0,0,608,0,9490,13088,0,3390,564,1319,2755,1415,2062,3031,3521,4521,0,15626,1346,0,2591,70,1884,1061,1,16351,4,1145,0,4,2692,0,0,24,12525,346,0,5639,0,2692,0,11180,28,12,169,545,6234,1,1714,20864,0,9790,2957,8651,171,0,446,0,561,2,0,1506,0,673,170,149,651,2398,1466,1979,862,2853,368,1904,0,105,399,3033,281,2692,472,33,15,23,117,458,316,491,1556,174,2617,2872,551,836,0,10215,0,3,1754,0,19,0,285,0,29,159,2,3,0,17118,108352,2983,694,873,641,"Urban",353,0,17,327,82,0,6,0,46,986,28,29,665,293,0,0,1,992,137,1229,149,5,9707,11889,1160,56,1142,375,54,1927,1,22159,10,228,172,9,0,2860,18652,1066,0,0,0,0,0,0,0
"2715",2018,"070990","KAISER FOUNDATION HOSPITAL - WALNUT CREEK","1425 SOUTH MAIN STREET","WALNUT CREEK","94596","CONTRA COSTA","200-299","Non-profit Corporation (incl. Church-related)","NA",14723,0,0,0,0,0,5650,9072,1,3523,148,1011,2607,644,921,1458,1822,2584,5,8868,695,0,2592,55,2009,504,446,9607,2,436,0,1,3215,0,0,60,6878,140,0,970,0,3215,0,10215,8,0,55,299,1944,12,1744,12979,0,5248,665,8678,14,0,3,0,115,0,0,1903,0,234,113,102,141,1516,703,1060,334,3357,172,160,0,103,233,765,208,3217,121,4,4,4,84,127,370,345,1011,269,3103,545,259,3945,0,3098,0,0,684,0,9,0,150,0,2,3,2,0,0,12828,51818,1460,62,837,361,"Urban",56,0,0,283,26,0,4,0,11,384,3,4,442,150,0,5,0,420,28,494,41,0,7705,1998,8538,2,0,430,1,525,0,14662,1,27,30,0,3,1844,12335,544,0,0,0,0,0,0,0
"2716",2018,"071018","JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","2540 EAST STREET","CONCORD","94520","CONTRA COSTA","200-299","Non-profit Corporation (incl. Church-related)","NA",11430,0,0,0,0,0,5779,5651,0,0,31,344,631,861,1856,2735,2688,2284,0,8059,1262,0,1029,42,947,91,11,10041,6,424,0,4,0,0,0,9,8704,115,0,1938,0,0,0,5491,18,5,222,306,3310,1,683,10747,0,6661,2263,1837,39,0,313,0,317,0,0,1276,0,710,135,159,237,2825,988,1461,749,19,279,962,0,0,206,839,41,0,86,6,0,8,32,350,1060,413,1090,373,1,1185,346,889,0,4922,0,22,530,0,18,0,96,0,5,14,1,1,0,9051,54426,1555,31,115,284,"Urban",41,0,1,141,50,0,5,0,24,501,14,5,487,62,0,0,5,530,84,987,60,0,2611,8712,779,1,0,353,2,580,0,11028,8,317,76,1,0,1718,9646,66,0,0,0,0,0,0,0
"2717",2018,"074017","SAN RAMON REGIONAL MEDICAL CENTER","6001 NORRIS CANYON ROAD","SAN RAMON","94583","CONTRA COSTA","100-149","Investor - Corporation","NA",5323,0,0,0,0,0,2236,3087,0,637,43,201,614,337,551,719,975,1246,0,3704,172,0,718,10,670,49,117,4030,15,39,0,0,587,0,0,0,2897,458,0,660,0,587,0,3390,33,2,31,96,902,0,515,4801,7,1688,241,3233,98,0,51,2,6,4,0,494,0,198,33,50,134,667,484,612,268,618,108,457,0,21,106,314,17,588,58,4,0,0,7,117,163,95,438,127,575,511,96,968,0,1940,0,0,155,0,4,0,42,0,1,0,0,0,0,4348,18891,652,11,64,95,"Urban",24,0,6,77,15,0,0,0,6,140,5,3,131,29,0,0,0,219,4,527,12,0,1968,1564,2512,0,0,42,0,493,0,5259,0,0,60,0,4,261,5002,60,0,0,0,0,0,0,0
"2718",2018,"074039","JOHN MUIR BEHAVIORAL HEALTH CENTER","2740 GRANT STREET","CONCORD","94520","CONTRA COSTA","50-99","Non-profit Corporation (incl. Church-related)","NA",0,0,2602,501,0,0,1324,1779,0,78,1478,464,311,250,270,195,54,3,0,1721,277,0,229,16,622,238,0,773,0,0,0,0,0,0,0,0,0,2313,0,45,0,0,0,2842,0,2,209,0,4,0,0,3103,0,353,898,1449,0,0,338,0,65,0,0,0,0,0,0,3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3101,0,0,31,0,1,0,59,0,251,6,1,1,0,2404,18073,0,8,0,29,"Urban",5,0,0,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,312,29,0,790,2589,469,0,0,15,0,2315,0,2977,0,106,20,0,0,582,2295,226,0,0,0,0,0,0,0
"2719",2018,"074097","KAISER FOUNDATION HOSPITAL - ANTIOCH","4501 SAND CREEK ROAD","ANTIOCH","94531","CONTRA COSTA","150-199","Non-profit Corporation (incl. Church-related)","NA",9001,0,0,0,0,0,3523,5478,0,1787,66,943,1171,511,829,1285,1322,1086,1,4713,1304,0,947,44,1925,68,29,6653,0,25,0,0,1731,0,0,4,4020,122,0,1143,0,1731,0,5678,2,0,52,173,2002,4,729,8272,0,3315,911,4655,6,0,7,0,104,0,3,1149,0,160,57,82,93,894,337,777,214,1782,111,784,0,51,111,467,31,1736,37,0,0,0,14,73,123,84,631,142,1699,1010,164,2116,0,2073,0,2,315,0,3,0,79,0,3,9,2,0,0,7867,25619,603,81,488,320,"Urban",9,0,0,147,11,0,0,0,5,155,4,1,290,49,0,8,0,244,44,306,46,0,4859,1173,4954,0,0,102,0,457,0,8957,0,29,11,1,3,1837,7103,61,0,0,0,0,0,0,0
"2720",2018,"084001","SUTTER COAST HOSPITAL","800 EAST WASHINGTON BOULEVARD","CRESCENT CITY","95531","DEL NORTE","1-49","Non-profit Corporation (incl. Church-related)","Small/Rural",2466,0,0,0,182,0,1116,1532,0,311,47,234,180,138,349,438,495,456,0,2373,10,0,49,99,102,15,4,2045,2,90,0,15,274,0,0,0,1789,4,0,396,0,274,0,1687,13,6,55,56,325,2,238,2410,0,1294,676,315,18,0,237,1,73,34,0,492,0,71,18,29,70,288,244,250,91,287,57,57,0,10,44,314,27,274,14,0,0,0,2,28,46,5,93,8,275,175,41,274,0,1499,0,1,223,0,2,0,22,0,4,8,1,1,0,2197,10252,208,23,79,176,"Rural",101,0,0,15,2,2,0,0,0,23,2,0,96,13,0,0,0,63,5,69,29,0,855,1035,923,0,20,19,121,78,0,1939,3,32,673,1,0,175,2435,38,0,0,0,0,0,0,0
"2721",2018,"090793","BARTON MEMORIAL HOSPITAL","2170 SOUTH AVENUE","SOUTH LAKE TAHOE","96150","EL DORADO","100-149","Non-profit Corporation (incl. Church-related)","Small/Rural",2588,28,0,0,0,0,1215,1401,0,390,54,225,334,208,360,500,345,200,0,2355,36,0,98,27,42,57,3,1619,0,3,0,3,314,0,0,16,1455,0,0,785,0,314,0,1965,0,4,31,17,334,0,17,2599,0,823,764,821,35,0,94,0,77,2,0,123,0,62,17,63,28,155,230,252,117,339,49,391,0,15,41,346,15,314,17,0,0,0,1,14,15,18,152,26,307,525,63,141,0,1198,0,5,163,0,6,0,45,0,2,8,0,0,0,2039,8087,123,75,61,94,"Rural",11,0,5,16,12,3,1,0,0,56,2,1,76,2,0,0,0,102,1,146,24,0,1161,1332,57,2,126,622,28,8,0,2035,4,49,528,0,0,372,2231,12,1,0,0,0,0,0,0
"2722",2018,"090933","MARSHALL MEDICAL CENTER","1100 MARSHALL WAY","PLACERVILLE","95667","EL DORADO","100-149","Non-profit Corporation (incl. Church-related)","Small/Rural",5539,339,0,0,0,0,2477,3401,0,529,34,398,432,279,709,1023,1146,1328,0,5275,33,0,57,24,403,86,15,3901,0,73,0,5,515,0,0,189,3976,6,0,1332,0,515,0,3674,12,11,0,145,703,16,686,5192,0,2771,1504,1385,15,0,82,0,110,11,0,627,0,164,38,100,95,735,650,698,261,543,119,478,0,22,145,471,70,506,18,4,0,0,9,102,108,99,463,265,512,469,138,1372,0,2078,0,1,413,0,8,0,50,0,6,9,1,1,0,4675,24577,875,62,32,282,"Rural",8,0,0,123,11,15,3,0,6,147,3,0,181,27,1,0,0,182,8,437,25,0,1896,2459,1510,1,61,843,0,337,0,5744,1,87,45,0,1,341,5448,87,2,0,0,0,0,0,0
"2723",2018,"094002","TELECARE EL DORADO COUNTY P.H.F.","935-B SPRING STREET","PLACERVILLE","95667","EL DORADO","1-49","Investor - Corporation","NA",0,0,414,0,0,0,226,188,0,0,14,134,124,51,71,18,2,0,0,373,5,0,0,6,26,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,311,10,0,85,0,0,0,0,414,0,0,355,0,0,55,0,0,0,4,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,414,4169,1,0,0,7,"Rural",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,414,0,0,0,0,408,0,400,0,3,11,0,0,27,341,46,0,0,0,0,0,0,0
"2724",2018,"100005","CLOVIS COMMUNITY MEDICAL CENTER","2755 HERNDON AVENUE","CLOVIS","93611","FRESNO","200-299","Non-profit Corporation (incl. Church-related)","NA",19753,0,0,0,0,0,6953,12800,0,4783,254,2914,2973,1233,1595,2020,1995,1986,0,16131,795,0,1672,237,854,64,17,14648,2,237,0,1,4771,0,0,6,8359,18,0,2125,0,4771,0,15229,57,0,157,376,1811,11,653,19100,0,5384,6249,7525,42,0,290,0,263,0,0,1543,0,690,115,65,145,1436,881,1638,818,5076,219,588,0,13,206,823,108,4771,97,20,0,3,29,264,365,229,1455,187,4727,1028,335,900,0,9150,0,1,503,0,13,0,92,0,1,3,0,1,0,17802,75673,1190,27,344,359,"Rural",331,0,2,210,19,0,1,0,4,594,12,8,561,54,1,0,4,569,73,634,34,0,11376,8327,4525,1,4,24,0,17,30,19660,3,42,41,6,1,6814,12838,101,0,0,0,0,0,0,0
"2725",2018,"100697","COALINGA REGIONAL MEDICAL CENTER","1191 PHELPS AVENUE","COALINGA","93210","FRESNO","100-149","District","Small/Rural",62,88,0,0,0,0,68,82,0,0,2,3,3,11,28,39,32,32,0,142,5,0,1,0,0,2,0,65,0,1,0,0,0,0,0,0,59,0,0,88,0,0,0,56,0,0,1,2,2,0,37,113,0,30,103,13,0,0,1,0,2,1,0,15,0,8,2,7,7,23,15,9,7,0,3,3,0,0,11,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,121,0,0,4,0,0,0,0,0,0,0,0,0,0,142,41811,63,0,0,26,"Rural",0,0,0,0,0,0,0,0,1,2,1,0,0,22,0,0,0,0,0,3,1,0,91,0,62,0,0,0,20,64,0,149,0,1,0,0,0,76,72,2,0,0,0,0,0,0,0
"2726",2018,"100717","COMMUNITY REGIONAL MEDICAL CENTER-FRESNO","2823 FRESNO STREET","FRESNO","93721","FRESNO","500+","Non-profit Corporation (incl. Church-related)","Teaching",39307,326,3178,0,745,0,20333,23220,3,5838,1338,5980,5786,4725,6326,6589,4208,2766,0,34032,3922,0,3218,276,2039,69,1322,31954,4,639,0,237,4788,0,0,4,22509,341,0,6325,0,4788,0,31211,73,329,1325,1146,4143,72,846,42710,0,11806,22974,5583,284,115,1912,0,882,0,0,2974,0,2492,255,3637,935,5647,2198,3141,1336,5834,759,1322,0,198,1004,5098,393,4789,978,67,38,20,151,1012,1570,1369,3482,308,4750,2331,1417,4268,0,19590,0,6,1760,0,209,0,400,0,64,324,4,4,0,35492,281864,3062,1236,465,676,"Urban",813,0,14,433,124,0,135,0,63,1379,54,48,1527,202,1,0,10,1744,136,1833,338,6,20706,19770,9732,144,2797,307,1160,3113,28,41855,6,1527,128,40,0,21137,22311,108,0,0,0,0,0,0,0
"2727",2018,"100797","ADVENTIST HEALTH REEDLEY","372 WEST CYPRESS AVENUE","REEDLEY","93654","FRESNO","1-49","Non-profit Corporation (incl. Church-related)","Small/Rural",3035,0,0,0,0,0,848,2187,0,1250,108,728,469,117,78,82,81,122,0,2914,10,0,9,3,92,7,0,1756,0,30,0,0,1236,0,0,0,459,2,0,354,0,1236,0,2786,0,1,16,6,19,2,76,2959,0,238,2356,390,1,0,12,0,38,0,0,64,0,46,3,7,15,82,80,50,63,1268,30,6,0,14,16,31,3,1234,2,0,0,0,1,0,0,6,2,3,1233,2,6,1258,0,489,0,0,39,0,2,0,6,0,0,0,0,0,0,2962,6636,87,1,31,105,"Rural",2,0,2,7,2,0,0,0,0,20,3,0,1,1,0,0,0,4,1,14,6,0,2574,198,1247,0,0,10,0,3,0,3027,0,0,0,7,1,2592,418,25,0,0,0,0,0,0,0
"2728",2018,"100899","ST. AGNES MEDICAL CENTER","1303 EAST HERNDON AVENUE","FRESNO","93720","FRESNO","300-499","Non-profit Corporation (incl. Church-related)","NA",28074,0,0,0,0,0,11377,16697,0,3686,372,3047,2938,2087,3349,4112,4022,4461,0,21970,1937,0,1963,146,1816,242,55,21023,5,356,0,0,3685,0,0,2,19914,22,0,3745,0,3685,0,18591,131,1,500,707,4279,6,2929,25145,0,11830,10977,4742,208,0,120,0,195,2,0,3135,0,1180,168,206,495,3965,1979,2869,1392,4077,537,1210,0,2,642,1621,110,3685,171,19,6,7,52,412,1251,473,2097,357,3657,1706,711,2550,0,12536,0,0,1013,0,18,0,109,0,4,16,2,1,0,24565,115832,2105,59,410,291,"Urban",613,0,402,413,33,2,0,0,13,749,21,18,1067,587,2,0,3,1082,200,901,104,0,8138,19924,720,0,0,2768,0,180,0,27687,18,223,136,10,0,10853,17164,57,0,0,0,0,0,0,0
"2729",2018,"104023","SAN JOAQUIN VALLEY REHABILITATION HOSPITAL","7173 N. SHARON AVENUE","FRESNO","93720","FRESNO","50-99","Investor - Limited Liability Company","NA",1531,0,0,0,0,0,692,839,0,0,4,14,23,39,145,340,454,512,0,1397,49,0,61,3,0,21,0,3,0,5,0,0,0,0,0,0,0,1518,0,1528,0,0,0,685,0,0,0,1,492,0,70,1461,0,1183,132,173,17,0,0,0,0,26,0,2,0,5,1,1,340,354,34,14,9,0,1,148,0,0,8,336,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1448,0,0,234,0,0,0,0,0,0,3,0,0,0,1251,18975,204,35,0,147,"Urban",0,0,0,2,0,0,0,0,2,15,1,1,0,0,0,0,0,0,0,6,2,0,13,0,3,0,0,6,0,1517,0,1525,0,0,6,0,0,159,1323,49,0,0,0,0,0,0,0
"2730",2018,"104047","FRESNO SURGICAL HOSPITAL","6125 NORTH FRESNO STREET","FRESNO","93710","FRESNO","1-49","Investor - Individual","NA",1792,0,0,0,0,0,817,975,0,0,0,6,48,118,349,652,525,94,0,1660,52,0,49,8,23,0,0,1790,0,0,0,0,0,0,0,1,0,0,0,1791,0,0,0,1700,0,0,21,0,57,0,132,1660,0,897,41,675,161,0,15,0,3,0,0,0,0,0,0,0,2,0,1,1,49,0,0,1648,0,0,0,84,1,0,14,0,0,0,0,0,0,0,0,25,0,1718,4,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,1673,2236,0,0,28,0,"Urban",0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,107,0,2,0,0,1792,0,1,0,0,0,0,1,0,1786,0,0,6,0,0,327,1464,1,0,0,0,0,0,0,0
"2731",2018,"104062","KAISER FOUNDATION HOSPITAL - FRESNO","7300 NORTH FRESNO STREET","FRESNO","93720","FRESNO","150-199","Non-profit Corporation (incl. Church-related)","NA",9468,0,0,0,0,0,3775,5693,0,1503,63,888,1058,516,911,1343,1520,1666,0,4933,554,0,840,70,3048,23,118,7164,1,175,0,0,1454,0,0,6,5377,63,0,1055,0,1454,0,6524,1,0,42,228,1412,14,1002,8466,0,4252,188,4924,17,0,4,0,82,1,0,1362,0,468,81,56,118,1225,618,847,287,1505,82,403,0,44,188,531,33,1456,157,7,1,4,10,90,212,141,927,318,1434,567,145,2446,0,2406,0,4,437,0,3,0,61,0,3,6,16,0,0,8281,32040,766,65,153,168,"Urban",21,1,10,260,17,3,0,1,1,159,3,1,368,51,2,27,2,309,32,220,31,0,4028,664,6295,0,0,324,0,225,1,9429,0,16,21,0,2,3168,6286,14,0,0,0,0,0,0,0
